,Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,PFSeed,PFTeam,PFScore,PUSeed,PUTeam,PUScore,Team_x,Conf_x,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,SOSEM_x,SOSO_x,SOSD_x,BPIO_x,BPID_x,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,PASE_x,Team_y,Conf_y,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,SOSEM_y,SOSO_y,SOSD_y,BPIO_y,BPID_y,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y,PASE_y,AWSeed,AWTeam,PWSeed,PWTeam,ESPN
674,2018,2,SE,45,1,Kansas,83,8,Seton Hall,79,1,Kansas,83.0,8,Seton Hall,79.0,Kansas,B12,23.49,120.9,97.4,68.8,12.41,111.7,99.3,11.2,5.2,31.0,8.0,81.4,71.9,9.51,11.88,13.58,7.81,21.39,-0.0087301587301587,Seton Hall,BE,18.04,116.9,98.8,69.5,10.12,110.5,100.4,7.7,4.0,22.0,12.0,79.4,73.9,5.56,10.11,10.68,4.99,15.67,0.1677350427350427,,,,,
675,2018,2,SE,46,4,Auburn,53,5,Clemson,84,4,Auburn,53.0,5,Clemson,84.0,Auburn,SEC,18.69,115.4,96.7,72.6,7.52,108.8,101.3,7.1,5.1,26.0,8.0,81.9,73.2,8.68,7.29,12.84,3.13,15.97,0.7469135802469135,Clemson,ACC,21.65,114.2,92.6,66.1,10.22,110.6,100.4,6.0,7.9,25.0,10.0,73.8,65.9,7.91,9.25,4.91,12.25,17.16,-0.3211805555555555,,,,,
676,2018,2,SE,47,3,Michigan St.,53,11,Syracuse,55,3,Michigan St.,53.0,11,Syracuse,55.0,Michigan St.,B10,25.41,119.2,93.8,67.0,6.64,108.6,101.9,10.1,7.7,30.0,5.0,80.2,64.9,15.31,7.1,10.72,11.69,22.41,0.3840996168582376,Syracuse,ACC,14.82,107.0,92.2,62.9,9.81,111.3,101.5,1.2,8.3,23.0,14.0,66.6,63.8,2.86,10.02,-2.38,15.26,12.89,0.3462643678160919,,,,,
677,2018,2,SE,48,2,Duke,87,7,Rhode Island,62,2,Duke,87.0,7,Rhode Island,62.0,Duke,ACC,28.86,122.4,93.6,69.7,10.6,110.4,99.8,12.4,7.5,29.0,8.0,84.4,69.6,14.73,9.7,16.41,8.02,24.43,0.1589052287581699,Rhode Island,A10,13.93,111.1,97.2,68.4,3.49,107.6,104.1,4.7,5.9,26.0,8.0,76.0,68.8,7.21,4.61,4.97,6.84,11.81,0.4712301587301587,,,,,
678,2018,3,NW,49,5,Kentucky,58,9,Kansas St.,61,5,Kentucky,58.0,9,Kansas St.,61.0,Kentucky,SEC,20.44,115.8,95.4,68.8,10.91,110.8,99.8,7.0,5.9,26.0,11.0,76.8,70.2,6.51,10.73,9.26,7.98,17.24,0.5150462962962964,Kansas St.,B12,14.77,110.1,95.3,65.6,9.39,111.0,101.6,3.5,5.7,25.0,12.0,71.1,67.0,4.11,8.74,1.46,11.38,12.85,-0.0777777777777777,,,,,
679,2018,3,NW,50,7,Nevada,68,11,Loyola Chicago,69,7,Nevada,68.0,11,Loyola Chicago,69.0,Nevada,MWC,18.39,120.2,101.8,69.4,5.13,107.0,101.8,9.4,1.7,29.0,8.0,82.6,73.1,9.51,4.93,12.64,1.8,14.44,0.0355902777777778,Loyola Chicago,MVC,16.39,111.4,95.0,65.5,2.48,104.8,102.3,4.6,5.0,32.0,6.0,71.6,62.6,9.05,1.8,0.65,9.72,10.37,1.712962962962963,,,,,
680,2018,3,SW,51,4,Gonzaga,60,9,Florida St.,75,4,Gonzaga,60.0,9,Florida St.,75.0,Gonzaga,WCC,23.03,118.1,95.1,69.4,1.57,106.4,104.8,9.4,5.9,32.0,5.0,83.5,67.7,15.84,2.6,12.4,6.04,18.44,0.2361111111111111,Florida St.,ACC,17.77,114.3,96.5,71.2,9.27,109.6,100.3,6.2,5.3,23.0,12.0,80.2,72.9,7.29,8.5,12.0,3.78,15.78,0.0873015873015873,,,,,
681,2018,3,SW,52,3,Michigan,99,7,Texas A&M,72,3,Michigan,99.0,7,Texas A&M,72.0,Michigan,B10,24.2,114.7,90.5,64.9,10.32,111.4,101.1,6.5,8.5,33.0,8.0,73.6,63.3,10.32,9.41,4.22,14.81,19.03,0.4873737373737374,Texas A&M,SEC,16.96,111.3,94.4,69.5,11.69,111.8,100.1,4.1,6.7,22.0,13.0,75.2,70.5,4.69,10.62,6.36,8.95,15.3,0.1304012345679012,,,,,
682,2018,3,NE,53,1,Villanova,90,5,West Virginia,78,1,Villanova,90.0,5,West Virginia,78.0,Villanova,BE,33.76,127.8,94.0,68.7,11.31,111.3,100.0,15.5,7.3,36.0,4.0,86.6,70.2,16.4,10.24,17.8,8.84,26.64,0.1099537037037037,West Virginia,B12,22.44,119.4,96.9,69.2,10.59,109.9,99.3,9.4,6.4,26.0,11.0,80.1,69.6,10.51,9.38,12.47,7.42,19.89,0.1760620915032679,,,,,
683,2018,3,NE,54,2,Purdue,65,3,Texas Tech,78,2,Purdue,65.0,3,Texas Tech,78.0,Purdue,B10,26.27,122.7,96.4,67.2,9.02,109.1,100.1,12.0,7.0,30.0,7.0,80.4,65.7,14.68,8.74,12.91,10.5,23.41,-0.2888374485596707,Texas Tech,B12,22.59,113.3,90.8,66.7,10.31,110.7,100.4,5.8,9.3,27.0,10.0,74.6,64.8,9.78,9.6,5.29,14.09,19.38,0.1145833333333332,,,,,
684,2018,3,SE,55,1,Kansas,80,5,Clemson,76,1,Kansas,80.0,5,Clemson,76.0,Kansas,B12,23.49,120.9,97.4,68.8,12.41,111.7,99.3,11.2,5.2,31.0,8.0,81.4,71.9,9.51,11.88,13.58,7.81,21.39,-0.0087301587301587,Clemson,ACC,21.65,114.2,92.6,66.1,10.22,110.6,100.4,6.0,7.9,25.0,10.0,73.8,65.9,7.91,9.25,4.91,12.25,17.16,-0.3211805555555555,,,,,
685,2018,3,SE,56,2,Duke,69,11,Syracuse,65,2,Duke,69.0,11,Syracuse,65.0,Duke,ACC,28.86,122.4,93.6,69.7,10.6,110.4,99.8,12.4,7.5,29.0,8.0,84.4,69.6,14.73,9.7,16.41,8.02,24.43,0.1589052287581699,Syracuse,ACC,14.82,107.0,92.2,62.9,9.81,111.3,101.5,1.2,8.3,23.0,14.0,66.6,63.8,2.86,10.02,-2.38,15.26,12.89,0.3462643678160919,,,,,
686,2018,4,NW,57,9,Kansas St.,62,11,Loyola Chicago,78,9,Kansas St.,62.0,11,Loyola Chicago,78.0,Kansas St.,B12,14.77,110.1,95.3,65.6,9.39,111.0,101.6,3.5,5.7,25.0,12.0,71.1,67.0,4.11,8.74,1.46,11.38,12.85,-0.0777777777777777,Loyola Chicago,MVC,16.39,111.4,95.0,65.5,2.48,104.8,102.3,4.6,5.0,32.0,6.0,71.6,62.6,9.05,1.8,0.65,9.72,10.37,1.712962962962963,,,,,
687,2018,4,SW,58,3,Michigan,58,9,Florida St.,54,3,Michigan,58.0,9,Florida St.,54.0,Michigan,B10,24.2,114.7,90.5,64.9,10.32,111.4,101.1,6.5,8.5,33.0,8.0,73.6,63.3,10.32,9.41,4.22,14.81,19.03,0.4873737373737374,Florida St.,ACC,17.77,114.3,96.5,71.2,9.27,109.6,100.3,6.2,5.3,23.0,12.0,80.2,72.9,7.29,8.5,12.0,3.78,15.78,0.0873015873015873,,,,,
688,2018,4,NE,59,1,Villanova,71,3,Texas Tech,59,1,Villanova,71.0,3,Texas Tech,59.0,Villanova,BE,33.76,127.8,94.0,68.7,11.31,111.3,100.0,15.5,7.3,36.0,4.0,86.6,70.2,16.4,10.24,17.8,8.84,26.64,0.1099537037037037,Texas Tech,B12,22.59,113.3,90.8,66.7,10.31,110.7,100.4,5.8,9.3,27.0,10.0,74.6,64.8,9.78,9.6,5.29,14.09,19.38,0.1145833333333332,,,,,
689,2018,4,SE,60,1,Kansas,85,2,Duke,81,1,Kansas,85.0,2,Duke,81.0,Kansas,B12,23.49,120.9,97.4,68.8,12.41,111.7,99.3,11.2,5.2,31.0,8.0,81.4,71.9,9.51,11.88,13.58,7.81,21.39,-0.0087301587301587,Duke,ACC,28.86,122.4,93.6,69.7,10.6,110.4,99.8,12.4,7.5,29.0,8.0,84.4,69.6,14.73,9.7,16.41,8.02,24.43,0.1589052287581699,,,,,
690,2018,5,F4,61,3,Michigan,69,11,Loyola Chicago,57,3,Michigan,69.0,11,Loyola Chicago,57.0,Michigan,B10,24.2,114.7,90.5,64.9,10.32,111.4,101.1,6.5,8.5,33.0,8.0,73.6,63.3,10.32,9.41,4.22,14.81,19.03,0.4873737373737374,Loyola Chicago,MVC,16.39,111.4,95.0,65.5,2.48,104.8,102.3,4.6,5.0,32.0,6.0,71.6,62.6,9.05,1.8,0.65,9.72,10.37,1.712962962962963,,,,,
691,2018,5,F4,62,1,Villanova,95,1,Kansas,79,1,Villanova,95.0,1,Kansas,79.0,Villanova,BE,33.76,127.8,94.0,68.7,11.31,111.3,100.0,15.5,7.3,36.0,4.0,86.6,70.2,16.4,10.24,17.8,8.84,26.64,0.1099537037037037,Kansas,B12,23.49,120.9,97.4,68.8,12.41,111.7,99.3,11.2,5.2,31.0,8.0,81.4,71.9,9.51,11.88,13.58,7.81,21.39,-0.0087301587301587,,,,,
692,2018,6,Champ,63,1,Villanova,79,3,Michigan,62,1,Villanova,79.0,3,Michigan,62.0,Villanova,BE,33.76,127.8,94.0,68.7,11.31,111.3,100.0,15.5,7.3,36.0,4.0,86.6,70.2,16.4,10.24,17.8,8.84,26.64,0.1099537037037037,Michigan,B10,24.2,114.7,90.5,64.9,10.32,111.4,101.1,6.5,8.5,33.0,8.0,73.6,63.3,10.32,9.41,4.22,14.81,19.03,0.4873737373737374,,,,,
693,2019,1,NW,1,1,Duke,85,16,North Dakota St.,62,1,Duke,89.47713757234403,16,North Dakota St.,67.2272115433605,Duke,ACC,30.62,120.0,89.3,72.1,12.85,110.7,97.8,10.9,10.4,32.0,6.0,82.7,67.8,14.92,11.98,17.48,9.41,26.9,0.1589052287581699,North Dakota St.,Sum,-3.2,107.4,110.6,65.0,-2.85,104.8,107.6,2.2,-3.7,19.0,16.0,73.0,72.6,0.43,-2.07,-1.85,-2.16,-4.01,0.3072916666666667,1.0,Duke,1.0,Duke,10.0
694,2019,1,NW,2,8,VCU,58,9,UCF,73,8,VCU,58.479821840318756,9,UCF,65.57444505705033,VCU,A10,14.89,104.3,89.5,68.4,1.37,105.2,103.8,0.1,9.9,25.0,8.0,71.0,61.9,9.09,2.87,1.16,10.8,11.96,-0.089781746031746,UCF,Amer,16.51,112.1,95.6,65.0,4.99,105.9,100.9,4.5,6.0,24.0,9.0,72.3,64.5,7.79,5.58,3.01,10.36,13.37,0.0291666666666667,9.0,UCF,9.0,UCF,10.0
695,2019,1,NW,3,5,Mississippi St.,76,12,Liberty,80,5,Mississippi St.,73.33541200286143,12,Liberty,65.21566499196985,Mississippi St.,SEC,20.04,117.7,97.6,67.8,10.09,110.1,100.0,8.7,4.2,23.0,11.0,77.3,70.4,6.88,9.07,10.03,5.93,15.96,-0.1347222222222222,Liberty,ASun,11.54,111.1,99.6,62.3,-3.27,102.5,105.8,4.2,3.3,29.0,7.0,73.7,61.4,12.36,-3.88,-3.23,8.5,5.27,0.0538194444444444,12.0,Liberty,5.0,Mississippi St.,0.0
696,2019,1,NW,4,4,Virginia Tech,66,13,Saint Louis,52,4,Virginia Tech,72.75681480643158,13,Saint Louis,56.17133159874866,Virginia Tech,ACC,24.07,118.1,94.0,63.7,8.47,108.3,99.9,9.9,6.7,26.0,9.0,73.5,62.1,11.49,7.79,6.5,12.79,19.28,-0.3289930555555556,Saint Louis,A10,6.02,102.2,96.2,66.4,0.49,104.4,103.9,-1.0,5.5,23.0,13.0,66.6,63.8,2.83,2.23,-3.11,8.17,5.06,-0.1475694444444444,4.0,Virginia Tech,4.0,Virginia Tech,10.0
697,2019,1,NW,5,6,Maryland,79,11,Belmont,77,6,Maryland,81.17136361129859,11,Belmont,69.83557985958446,Maryland,B10,19.29,113.4,94.1,66.0,10.75,109.8,99.1,6.1,5.9,23.0,11.0,71.4,65.5,5.91,10.09,5.58,10.43,16.01,0.1287878787878788,Belmont,OVC,14.09,115.6,101.5,71.3,-1.98,103.6,105.6,7.5,1.9,27.0,6.0,86.9,73.9,13.0,-2.6,11.35,-2.23,9.12,-0.1293402777777777,6.0,Maryland,6.0,Maryland,10.0
698,2019,1,NW,6,3,LSU,79,14,Yale,74,3,LSU,79.49311855328729,14,Yale,73.67022642708751,LSU,SEC,20.22,117.7,97.5,70.0,10.02,109.3,99.3,8.5,4.2,28.0,7.0,80.4,73.1,7.34,9.16,13.87,2.63,16.5,0.1548202614379084,Yale,Ivy,8.79,111.6,102.8,71.0,-1.1,103.0,104.2,4.8,1.6,22.0,8.0,80.9,73.4,7.5,-1.24,7.97,-2.44,5.52,0.1597222222222222,3.0,LSU,3.0,LSU,10.0
699,2019,1,NW,7,7,Louisville,76,10,Minnesota,86,7,Louisville,78.23253628162719,10,Minnesota,72.45699296060748,Louisville,ACC,19.35,113.7,94.4,67.2,11.95,110.4,98.4,6.8,6.6,20.0,14.0,74.6,68.4,6.24,11.04,8.4,8.88,17.28,0.3330662393162393,Minnesota,B10,14.35,111.4,97.0,67.4,12.18,110.2,98.0,3.7,4.4,22.0,14.0,70.6,69.4,1.25,11.27,5.5,7.02,12.52,-0.0075231481481481,10.0,Minnesota,7.0,Louisville,0.0
700,2019,1,NW,8,2,Michigan St.,76,15,Bradley,65,2,Michigan St.,77.82324866159131,15,Bradley,56.94529647186664,Michigan St.,B10,30.81,121.0,90.2,66.9,13.67,110.6,96.9,10.7,9.1,32.0,7.0,77.6,65.0,12.59,12.34,12.94,11.99,24.93,0.3840996168582376,Bradley,MVC,0.09,101.5,101.4,65.3,-1.66,102.6,104.3,-2.0,1.6,20.0,15.0,66.5,65.3,1.26,-0.9,-4.59,4.52,-0.08,0.0916666666666666,2.0,Michigan St.,2.0,Michigan St.,10.0
701,2019,1,SW,9,1,Gonzaga,87,16,Fairleigh Dickinson,49,1,Gonzaga,94.1967821387011,16,Fairleigh Dickinson,67.23709250190115,Gonzaga,WCC,32.85,124.5,91.6,70.2,4.46,106.9,102.5,14.0,9.0,33.0,4.0,87.6,64.9,22.78,5.01,18.57,9.22,27.79,0.2361111111111111,Fairleigh Dickinson,NEC,-4.22,106.5,110.7,66.8,-8.16,99.5,107.7,1.3,-2.9,21.0,14.0,74.9,71.9,3.0,-7.24,-0.7,-5.39,-6.09,0.1777777777777778,1.0,Gonzaga,1.0,Gonzaga,10.0
702,2019,1,SW,10,8,Syracuse,69,9,Baylor,78,8,Syracuse,62.51023468044318,9,Baylor,67.00383475365841,Syracuse,ACC,15.13,110.5,95.3,66.1,9.4,108.6,99.2,3.8,6.7,20.0,14.0,69.7,66.1,3.65,10.09,3.37,10.37,13.73,0.3462643678160919,Baylor,B12,16.48,115.3,98.8,65.2,10.49,108.8,98.3,6.7,3.6,20.0,14.0,71.8,67.7,4.12,9.26,5.23,8.15,13.38,0.1124999999999999,9.0,Baylor,9.0,Baylor,10.0
703,2019,1,SW,11,5,Marquette,64,12,Murray St.,83,5,Marquette,71.09025105488271,12,Murray St.,73.0364095098542,Marquette,BE,16.52,113.2,96.7,68.8,6.77,107.4,100.7,5.7,5.8,24.0,10.0,77.3,69.5,7.82,6.96,8.5,6.28,14.78,-0.1158854166666666,Murray St.,OVC,13.83,112.5,98.6,69.4,-3.32,103.1,106.4,5.8,3.2,28.0,5.0,82.6,68.3,14.3,-3.11,6.13,2.83,8.96,-0.0541666666666666,12.0,Murray St.,12.0,Murray St.,10.0
704,2019,1,SW,12,4,Florida St.,76,13,Vermont,69,4,Florida St.,71.00048198169075,13,Vermont,65.49361992526569,Florida St.,ACC,22.39,112.8,90.4,68.6,10.46,109.8,99.3,5.9,8.7,29.0,8.0,74.9,67.2,7.73,10.26,8.69,9.31,17.99,0.0873015873015873,Vermont,AE,8.86,108.5,99.6,65.5,-5.55,100.7,106.2,4.3,3.6,27.0,7.0,73.8,63.0,10.74,-4.18,-0.37,5.25,4.88,0.1607142857142857,4.0,Florida St.,4.0,Florida St.,10.0
705,2019,1,SW,13,6,Buffalo,91,11,Arizona St.,74,6,Buffalo,73.8423212945372,11,Arizona St.,75.66629116555569,Buffalo,MAC,19.85,115.2,95.4,73.6,3.14,105.5,102.4,7.0,5.6,32.0,4.0,84.4,70.8,13.53,2.62,14.35,1.22,15.56,-0.001736111111111,Arizona St.,P12,11.55,109.7,98.2,70.8,5.56,107.3,101.7,3.5,4.0,23.0,11.0,77.6,73.4,4.24,6.04,8.06,2.22,10.28,0.204861111111111,6.0,Buffalo,11.0,Arizona St.,0.0
706,2019,1,SW,14,3,Texas Tech,72,14,Northern Kentucky,57,3,Texas Tech,75.08694296754169,14,Northern Kentucky,60.82041435270801,Texas Tech,B12,30.03,114.1,84.1,66.6,11.18,109.8,98.7,6.2,12.6,31.0,7.0,72.8,59.5,13.26,9.53,5.95,16.84,22.79,0.1145833333333332,Northern Kentucky,Horz,7.14,109.4,102.3,68.2,-3.37,103.6,107.0,2.8,2.1,26.0,9.0,78.5,68.9,9.63,-2.39,3.55,1.11,4.67,-0.1249999999999999,3.0,Texas Tech,3.0,Texas Tech,10.0
707,2019,1,SW,15,7,Nevada,61,10,Florida,70,7,Nevada,59.081067163717925,10,Florida,73.54750270131615,Nevada,MWC,18.18,114.0,95.9,69.3,1.42,105.4,103.9,7.1,5.7,29.0,5.0,80.1,66.8,13.32,2.68,9.4,6.61,16.0,0.0355902777777778,Florida,SEC,18.3,110.5,92.2,62.9,12.0,110.7,98.7,4.4,7.2,20.0,16.0,67.8,63.6,4.19,11.22,0.81,14.61,15.42,0.519927536231884,10.0,Florida,10.0,Florida,10.0
708,2019,1,SW,16,2,Michigan,74,15,Montana,55,2,Michigan,68.61118410795125,15,Montana,57.01907953625983,Michigan,B10,28.32,114.5,86.2,64.8,11.27,109.2,98.0,6.3,11.5,30.0,7.0,69.6,58.3,11.27,10.55,4.23,17.6,21.82,0.4873737373737374,Montana,BSky,3.53,107.4,103.9,66.9,-6.07,102.4,108.4,2.5,0.6,26.0,9.0,76.1,68.5,7.66,-5.05,0.45,1.05,1.5,-0.0650252525252524,2.0,Michigan,2.0,Michigan,10.0
709,2019,1,NE,17,1,Virginia,71,16,Gardner Webb,56,1,Virginia,82.55064004067604,16,Gardner Webb,60.342606683766114,Virginia,ACC,34.22,123.4,89.2,59.4,11.18,109.2,98.1,12.2,11.0,35.0,3.0,71.4,56.1,15.32,10.15,5.08,20.38,25.46,-0.4166666666666666,Gardner Webb,BSth,-0.04,107.8,107.8,67.4,-3.55,103.2,106.8,2.3,-0.3,23.0,12.0,77.7,70.5,7.14,-4.43,1.19,-3.8,-2.61,-0.0069444444444444,1.0,Virginia,1.0,Virginia,10.0
710,2019,1,NE,18,8,Mississippi,72,9,Oklahoma,95,8,Mississippi,67.51141638275905,9,Oklahoma,78.37217032229893,Mississippi,SEC,13.98,113.2,99.2,68.5,8.69,109.1,100.4,5.2,3.5,20.0,13.0,75.3,71.1,4.18,8.13,7.75,4.57,12.32,-0.2638888888888889,Oklahoma,B12,16.94,111.1,94.1,68.6,13.27,110.3,97.1,4.0,6.6,20.0,14.0,71.3,68.2,3.09,12.21,6.9,8.4,15.3,-0.2762345679012345,9.0,Oklahoma,9.0,Oklahoma,10.0
711,2019,1,NE,19,5,Wisconsin,54,12,Oregon,72,5,Wisconsin,60.0870774331295,12,Oregon,61.993740226067594,Wisconsin,B10,21.94,110.4,88.5,63.9,12.97,110.3,97.3,5.0,9.4,23.0,11.0,68.6,61.7,6.88,11.01,2.77,15.13,17.9,0.2889492753623188,Oregon,P12,17.86,109.5,91.7,64.2,5.47,107.7,102.3,3.7,7.8,25.0,13.0,70.0,62.2,7.82,6.13,0.68,13.27,13.95,0.3675213675213676,12.0,Oregon,12.0,Oregon,10.0
712,2019,1,NE,20,4,Kansas St.,64,13,UC Irvine,70,4,Kansas St.,63.5540631666754,13,UC Irvine,56.972162846511665,Kansas St.,B12,20.06,108.4,88.4,63.4,10.22,109.3,99.1,2.8,9.9,25.0,9.0,65.8,59.6,6.21,9.18,-1.44,16.82,15.39,-0.0777777777777777,UC Irvine,BW,9.16,107.4,98.2,65.3,-3.28,102.5,105.8,1.1,4.4,31.0,6.0,72.3,63.6,8.7,-2.3,-0.3,6.0,5.7,0.2430555555555555,13.0,UC Irvine,4.0,Kansas St.,0.0
713,2019,1,NE,21,6,Villanova,61,11,Saint Mary's,57,6,Villanova,70.03604646791747,11,Saint Mary's,68.27719939903703,Villanova,BE,17.33,116.5,99.2,63.6,8.0,108.8,100.8,8.5,4.0,26.0,10.0,73.7,67.4,6.36,7.97,5.02,9.31,14.33,0.1099537037037037,Saint Mary's,WCC,17.31,114.7,97.4,62.7,3.66,106.6,103.0,7.3,3.1,22.0,12.0,72.4,64.3,8.18,4.4,2.16,10.42,12.58,-0.2013888888888889,6.0,Villanova,6.0,Villanova,10.0
714,2019,1,NE,22,3,Purdue,61,14,Old Dominion,46,3,Purdue,74.60696532440815,14,Old Dominion,60.0941488628003,Purdue,B10,26.81,122.5,95.6,65.9,13.16,110.3,97.1,11.8,5.6,26.0,10.0,76.7,67.3,9.42,11.99,12.29,9.11,21.4,-0.2888374485596707,Old Dominion,CUSA,5.45,101.4,96.0,64.5,-2.15,102.5,104.7,-1.9,5.5,26.0,9.0,65.7,60.8,4.91,-1.18,-5.84,9.58,3.74,-0.1062499999999999,3.0,Purdue,3.0,Purdue,10.0
715,2019,1,NE,23,7,Cincinnati,72,10,Iowa,79,7,Cincinnati,70.73747909384811,10,Iowa,69.40541243342783,Cincinnati,Amer,17.5,112.3,94.8,63.4,5.12,107.1,102.0,5.2,6.7,28.0,7.0,71.7,62.7,9.03,5.5,2.64,11.9,14.53,-0.3191425120772946,Iowa,B10,16.02,117.4,101.3,69.5,10.64,108.9,98.3,8.9,1.6,23.0,12.0,78.3,73.9,4.43,9.84,12.59,1.67,14.27,-0.1323302469135802,10.0,Iowa,7.0,Cincinnati,0.0
716,2019,1,NE,24,2,Tennessee,77,15,Colgate,70,2,Tennessee,81.35968287194535,15,Colgate,67.30504252731764,Tennessee,SEC,26.24,122.7,96.5,67.8,10.69,109.7,99.0,11.4,5.7,31.0,6.0,82.0,69.7,12.3,10.16,14.69,6.86,21.55,-0.1398148148148147,Colgate,Pat,4.6,110.5,105.9,66.4,-3.83,102.4,106.3,3.5,-1.0,24.0,11.0,75.7,70.2,5.43,-3.83,1.82,-0.59,1.23,-0.0659722222222221,2.0,Tennessee,2.0,Tennessee,10.0
717,2019,1,SE,25,1,North Carolina,88,16,Iona,73,1,North Carolina,91.89062014117007,16,Iona,68.05599022408438,North Carolina,ACC,27.69,119.7,92.0,74.3,12.6,110.7,98.1,10.7,8.2,29.0,7.0,85.8,73.2,12.58,11.35,19.81,4.12,23.94,0.2683080808080808,Iona,MAAC,-2.88,106.9,109.7,70.6,-6.27,100.5,106.8,2.4,-3.1,17.0,16.0,76.7,76.0,0.73,-5.5,2.92,-7.69,-4.78,-0.1856060606060605,1.0,North Carolina,1.0,North Carolina,10.0
718,2019,1,SE,26,8,Utah St.,61,9,Washington,78,8,Utah St.,65.89735345330719,9,Washington,65.47442936379822,Utah St.,MWC,15.41,112.6,97.2,68.1,0.02,104.5,104.4,4.5,4.4,28.0,7.0,78.7,67.1,11.54,0.89,6.8,5.17,11.98,-0.3900462962962963,Washington,P12,14.28,107.7,93.5,66.0,6.06,107.6,101.5,2.3,6.4,27.0,9.0,69.8,64.8,5.0,7.01,1.22,10.79,12.01,-0.091540404040404,9.0,Washington,8.0,Utah St.,0.0
719,2019,1,SE,27,5,Auburn,78,12,New Mexico St.,77,5,Auburn,77.89910949936625,12,New Mexico St.,69.25931459751637,Auburn,SEC,25.0,120.9,95.9,67.9,12.23,110.7,98.5,10.5,5.9,30.0,10.0,79.7,68.8,10.95,10.92,13.12,7.72,20.84,0.7469135802469135,New Mexico St.,WAC,13.62,113.0,99.3,65.9,-3.44,102.8,106.2,5.3,2.6,30.0,5.0,78.1,64.5,13.57,-2.38,3.91,6.14,10.05,-0.2532407407407407,5.0,Auburn,5.0,Auburn,10.0
720,2019,1,SE,28,4,Kansas,87,13,Northeastern,53,4,Kansas,82.17756305248396,13,Northeastern,66.6695373462156,Kansas,B12,21.57,113.9,92.3,70.1,14.13,111.8,97.7,6.9,7.3,26.0,10.0,75.7,70.1,5.56,12.79,10.88,7.47,18.35,-0.0087301587301587,Northeastern,CAA,7.59,111.0,103.4,66.2,-0.63,106.3,106.9,5.1,-0.1,23.0,11.0,75.4,70.8,4.65,-0.7,2.73,1.22,3.95,-0.1701388888888888,4.0,Kansas,4.0,Kansas,10.0
721,2019,1,SE,29,6,Iowa St.,59,11,Ohio St.,62,6,Iowa St.,67.51056015624678,11,Ohio St.,71.15755419799845,Iowa St.,B12,22.09,118.9,96.8,67.7,10.78,109.3,98.5,9.0,5.5,23.0,12.0,76.9,68.1,8.77,9.3,10.5,7.57,18.07,-0.1436403508771929,Ohio St.,B10,14.66,109.1,94.4,65.8,11.68,110.4,98.8,3.5,6.3,20.0,15.0,69.1,66.2,2.89,11.0,2.84,11.04,13.89,-0.1987433862433862,11.0,Ohio St.,11.0,Ohio St.,10.0
722,2019,1,SE,30,3,Houston,84,14,Georgia St.,55,3,Houston,75.17215351763127,14,Georgia St.,66.9220175390038,Houston,Amer,24.13,115.3,91.2,66.1,4.45,105.7,101.3,7.7,8.1,33.0,4.0,75.3,61.0,14.3,4.61,6.31,12.6,18.91,-0.0525793650793651,Georgia St.,SB,4.85,107.7,102.8,70.0,1.09,105.2,104.1,2.9,0.7,24.0,10.0,76.4,73.3,3.15,0.65,3.57,-1.13,2.44,0.1875,3.0,Houston,3.0,Houston,10.0
723,2019,1,SE,31,7,Wofford,84,10,Seton Hall,68,7,Wofford,73.62648906822537,10,Seton Hall,71.80546797851272,Wofford,SC,20.69,118.1,97.4,65.7,1.82,106.0,104.2,9.9,4.4,30.0,5.0,82.3,65.6,16.69,0.8,7.67,6.26,13.92,-0.1847222222222221,Seton Hall,BE,11.5,109.0,97.5,69.1,8.54,109.2,100.7,3.1,4.6,20.0,14.0,73.8,71.9,1.91,8.34,5.79,4.46,10.25,0.1677350427350427,7.0,Wofford,7.0,Wofford,10.0
724,2019,1,SE,32,2,Kentucky,79,15,Abilene Christian,44,2,Kentucky,73.46349613011188,15,Abilene Christian,57.497624890385595,Kentucky,SEC,27.57,117.6,90.1,65.6,11.32,110.7,99.4,9.4,8.8,30.0,7.0,75.8,64.7,11.14,10.29,8.31,13.12,21.43,0.5150462962962964,Abilene Christian,Slnd,1.35,103.4,102.0,66.1,-8.67,100.0,108.7,0.2,0.9,27.0,7.0,73.6,63.6,10.03,-7.34,-4.14,2.24,-1.91,0.375,2.0,Kentucky,2.0,Kentucky,10.0
725,2019,2,NW,33,1,Duke,77,9,UCF,76,1,Duke,75.27539227639353,9,UCF,66.0076704362412,Duke,ACC,30.62,120.0,89.3,72.1,12.85,110.7,97.8,10.9,10.4,32.0,6.0,82.7,67.8,14.92,11.98,17.48,9.41,26.9,0.1589052287581699,UCF,Amer,16.51,112.1,95.6,65.0,4.99,105.9,100.9,4.5,6.0,24.0,9.0,72.3,64.5,7.79,5.58,3.01,10.36,13.37,0.0291666666666667,1.0,Duke,1.0,Duke,20.0
